Label,Statements
Strong facts,"It also means that even the smallest of air bubbles takes up precious space, which is why your baby may need winding during and after feeds"
Strong facts,"Your baby's stomach will grow quickly, reaching the size of an apricot by the end of the first week, and the size of a large hen's egg by the end of two weeks. "
Strong facts,"However, she'll still need to feed at night until she's at least six months old."
Strong facts,The development to taste may correspond to the development of the kidneys.
Strong facts,"Picky eating may be frustrating, but itâ€™s perfectly normal. Just continue to introduce new foods and have patience as you serve up macaroni and cheese yet again."
Strong facts,Girls who eat regular family meals in a pleasant atmosphere are less likely than average to develop an eating disorder and become overweight
Strong facts,Baby poo changes over time
Strong facts,"Your baby's first poos are made up of a dark, sticky substance called meconium. "
Strong facts,"After that, what you find in your baby's nappy will depend on whether you're breastfeeding or formula-feeding. "
Strong facts,One unsung benefit of breastfeeding is that it tends to make baby poo less smelly!
Strong facts,Try not to worry too much about how often your baby does a poo. 
Strong facts,"It may be several times a day, it may be once every three days. "
Strong facts,"The important thing is just to figure out what's normal for your baby, and look out for any changes"
Strong facts,"Our baby poo photo gallery may not be pretty, but it's great for helping you work out what's normal and what may need further attention"
Strong facts,"Potty training is a milestone that most children donâ€™t learn until age 3 or later, so donâ€™t be distressed if your 2-year-old isnâ€™t ready. Watch for their readiness cues like staying dry for long periods or complaints about dirty diapers."
Strong facts,"Nappies can hide other surprises, too"
